date,city,death,pm10,tempF,o3,dow,season
1987-12-11,denv,24,-16.69781084,35.0,-3.037997104,Friday,Autumn
1987-12-12,denv,18,NA,27.5,-3.801365006,Saturday,Autumn
1987-12-13,denv,11,-24.30128205,20.0,-7.641893126,Sunday,Autumn
1987-12-14,denv,18,NA,10.75,-13.95978286,Monday,Autumn
1987-12-15,denv,24,NA,16.75,-12.00758712,Tuesday,Autumn
1987-12-16,denv,20,NA,19.0,-13.19198312,Wednesday,Autumn
1987-12-17,denv,19,71.5,25.75,-16.34815331,Thursday,Autumn
1987-12-18,denv,12,NA,29.75,-19.978458410000002,Friday,Autumn
1987-12-19,denv,25,NA,26.75,-15.59729109,Saturday,Autumn
1987-12-20,denv,20,NA,27.0,-13.17981954,Sunday,Autumn
1987-12-21,denv,18,NA,32.0,-6.980639146,Monday,Autumn
1987-12-22,denv,20,NA,31.0,-18.96146639,Tuesday,Autumn
1987-12-23,denv,22,7.7042253521,20.75,-7.679414391,Wednesday,Autumn
1987-12-24,denv,21,NA,13.0,-6.61893159,Thursday,Autumn
1987-12-25,denv,6,NA,9.25,-13.36724844,Friday,Autumn
1987-12-26,denv,20,NA,9.75,-14.18340685,Saturday,Autumn
1987-12-27,denv,19,NA,18.0,-1.251877648,Sunday,Autumn
1987-12-28,denv,20,NA,26.0,-9.674793905,Monday,Autumn
1987-12-29,denv,18,33.121506211,18.5,-8.729450587,Tuesday,Autumn
1987-12-30,denv,25,NA,22.75,-10.56860894,Wednesday,Autumn
1987-12-31,denv,20,NA,12.25,-14.3987662,Thursday,Autumn
